Id,LinearSVM,NaiveBayes,Random Forest,RBF G=0.02,Average,Prediction
15799,0,0,0,0,0,0
15800,1,1,1,1,1,1
15801,0,1,0,0,0.25,0
15802,1,1,1,1,1,1
15803,1,1,1,1,1,1
15804,1,1,1,1,1,1
15805,1,1,1,1,1,1
15806,1,1,1,1,1,1
15807,1,1,1,1,1,1
15808,1,1,1,1,1,1
15809,0,0,0,0,0,0
15810,1,1,1,1,1,1
15811,1,1,1,1,1,1
15812,0,1,0,0,0.25,0
15813,1,1,1,1,1,1
15814,1,1,1,0,0.75,1
15815,1,1,1,1,1,1
15816,1,1,1,0,0.75,1
15817,1,1,1,1,1,1
15818,0,0,0,0,0,0
15819,1,1,1,1,1,1
15820,0,1,0,0,0.25,0
15821,0,0,0,0,0,0
15822,0,0,0,0,0,0
15823,1,1,1,1,1,1
15824,0,1,1,1,0.75,1
15825,0,1,1,0,0.5,1
15826,1,1,1,1,1,1
15827,0,0,0,0,0,0
15828,0,0,0,0,0,0
15829,1,1,1,1,1,1
15830,0,0,0,0,0,0
15831,1,1,1,1,1,1
15832,0,1,0,0,0.25,0
15833,0,0,0,0,0,0
15834,0,0,0,0,0,0
15835,1,1,1,1,1,1
15836,0,0,0,0,0,0
15837,0,0,0,0,0,0
15838,1,1,1,1,1,1
15839,0,0,0,0,0,0
15840,1,1,1,1,1,1
15841,1,1,1,1,1,1
15842,0,0,0,0,0,0
15843,0,0,0,0,0,0
15844,1,1,1,1,1,1
15845,0,0,0,0,0,0
15846,0,1,0,0,0.25,0
15847,0,0,0,0,0,0
15848,0,0,0,0,0,0
15849,1,1,1,1,1,1
15850,1,1,1,1,1,1
15851,0,0,0,0,0,0
15852,0,0,0,0,0,0
15853,1,1,1,1,1,1
15854,0,1,0,0,0.25,0
15855,0,0,0,0,0,0
15856,1,1,1,1,1,1
15857,0,0,0,0,0,0
15858,1,1,1,1,1,1
15859,0,1,0,0,0.25,0
15860,1,1,1,1,1,1
15861,0,0,0,0,0,0
15862,0,0,0,0,0,0
15863,0,0,0,0,0,0
15864,0,1,0,0,0.25,0
15865,1,1,1,1,1,1
15866,1,1,1,1,1,1
15867,1,1,1,1,1,1
15868,1,1,1,1,1,1
15869,0,0,0,0,0,0
15870,0,1,0,1,0.5,1
15871,1,1,0,1,0.75,1
15872,1,1,0,0,0.5,1
15873,1,1,1,1,1,1
15874,0,1,0,0,0.25,0
15875,1,1,1,0,0.75,1
15876,1,1,0,1,0.75,1
15877,1,1,1,1,1,1
15878,0,0,0,0,0,0
15879,1,1,1,0,0.75,1
15880,0,0,0,0,0,0
15881,0,0,0,0,0,0
15882,1,1,1,1,1,1
15883,1,1,1,1,1,1
15884,1,1,1,1,1,1
15885,1,1,1,1,1,1
15886,0,1,0,0,0.25,0
15887,1,1,1,1,1,1
15888,0,1,0,0,0.25,0
15889,0,0,0,0,0,0
15890,1,1,1,1,1,1
15891,1,1,1,1,1,1
15892,0,0,0,0,0,0
15893,0,0,0,1,0.25,0
15894,1,1,1,0,0.75,1
15895,1,1,1,1,1,1
15896,1,0,1,0,0.5,1
15897,1,1,1,1,1,1
15898,0,0,1,0,0.25,0
15899,0,0,0,1,0.25,0
15900,0,0,0,0,0,0
15901,1,1,1,1,1,1
15902,1,1,1,1,1,1
15903,0,0,0,0,0,0
15904,1,0,1,1,0.75,1
15905,0,0,0,1,0.25,0
15906,1,1,1,1,1,1
15907,1,1,1,1,1,1
15908,1,1,1,1,1,1
15909,1,1,1,0,0.75,1
15910,0,0,0,0,0,0
15911,0,0,0,0,0,0
15912,0,0,1,0,0.25,0
15913,1,1,1,1,1,1
15914,0,0,0,0,0,0
15915,1,1,1,1,1,1
15916,0,0,0,0,0,0
15917,0,0,0,0,0,0
15918,0,0,0,0,0,0
15919,1,1,1,1,1,1
15920,0,0,0,0,0,0
15921,1,1,1,1,1,1
15922,1,1,1,1,1,1
15923,0,1,0,0,0.25,0
15924,0,0,0,0,0,0
15925,0,0,0,0,0,0
15926,1,1,0,1,0.75,1
15927,1,1,1,0,0.75,1
15928,0,0,0,0,0,0
15929,1,1,0,0,0.5,1
15930,0,0,0,0,0,0
15931,0,0,0,0,0,0
15932,1,1,1,1,1,1
15933,0,0,0,0,0,0
15934,0,0,0,0,0,0
15935,1,0,0,0,0.25,0
15936,0,0,0,0,0,0
15937,0,0,0,0,0,0
15938,1,1,1,1,1,1
15939,0,0,0,0,0,0
15940,0,0,0,0,0,0
15941,0,1,0,0,0.25,0
15942,1,1,1,1,1,1
15943,0,0,0,0,0,0
15944,1,1,1,1,1,1
15945,1,1,1,1,1,1
15946,1,1,1,1,1,1
15947,0,0,0,0,0,0
15948,1,1,1,1,1,1
15949,0,0,0,0,0,0
15950,1,1,1,1,1,1
15951,1,1,1,1,1,1
15952,0,0,0,0,0,0
15953,0,0,0,0,0,0
15954,0,0,0,0,0,0
15955,0,0,0,0,0,0
15956,1,1,1,1,1,1
15957,1,1,1,1,1,1
15958,1,1,1,1,1,1
15959,0,0,0,0,0,0
15960,1,1,1,1,1,1
15961,1,1,1,1,1,1
15962,0,0,0,0,0,0
15963,1,1,1,1,1,1
15964,0,0,0,0,0,0
15965,1,1,1,1,1,1
15966,0,1,0,0,0.25,0
15967,1,1,0,0,0.5,1
15968,1,1,1,1,1,1
15969,1,1,1,1,1,1
15970,1,1,1,1,1,1
15971,0,0,0,0,0,0
15972,0,0,0,0,0,0
15973,1,1,1,1,1,1
15974,1,1,1,1,1,1
15975,1,1,1,1,1,1
15976,0,0,0,0,0,0
15977,1,1,1,1,1,1
15978,0,0,0,0,0,0
15979,1,1,1,1,1,1
15980,0,0,0,0,0,0
15981,0,0,0,0,0,0
15982,1,1,1,1,1,1
15983,1,1,1,1,1,1
15984,0,0,0,0,0,0
15985,0,0,0,0,0,0
15986,0,0,0,0,0,0
15987,1,1,1,1,1,1
15988,0,0,0,0,0,0
15989,0,0,0,0,0,0
15990,0,0,0,0,0,0
15991,1,1,0,1,0.75,1
15992,1,1,1,1,1,1
15993,1,1,0,1,0.75,1
15994,1,1,1,1,1,1
15995,1,0,1,0,0.5,1
15996,0,0,0,0,0,0
15997,0,0,0,0,0,0
15998,1,1,1,1,1,1
15999,0,0,0,0,0,0
16000,0,0,0,0,0,0
16001,0,0,0,0,0,0
16002,0,0,0,0,0,0
16003,1,1,1,1,1,1
16004,0,1,0,0,0.25,0
16005,0,1,0,0,0.25,0
16006,1,1,1,1,1,1
16007,1,1,1,1,1,1
16008,0,0,0,0,0,0
16009,1,1,1,1,1,1
16010,0,0,0,0,0,0
16011,1,1,0,1,0.75,1
16012,0,0,0,0,0,0
16013,1,1,1,1,1,1
16014,1,1,1,1,1,1
16015,1,1,1,1,1,1
16016,0,0,0,0,0,0
16017,1,1,1,1,1,1
16018,0,0,0,0,0,0
16019,1,1,1,1,1,1
16020,1,1,1,1,1,1
16021,1,1,1,1,1,1
16022,0,1,0,1,0.5,1
16023,1,1,1,1,1,1
16024,1,1,1,1,1,1
16025,1,1,1,1,1,1
16026,1,1,1,1,1,1
16027,0,0,0,0,0,0
16028,1,1,1,1,1,1
16029,0,0,0,0,0,0
16030,1,1,1,1,1,1
16031,1,1,1,1,1,1
16032,0,0,0,0,0,0
16033,1,1,1,1,1,1
16034,0,0,0,0,0,0
16035,0,0,0,0,0,0
16036,1,1,1,1,1,1
16037,1,1,1,1,1,1
16038,1,1,1,1,1,1
16039,1,1,1,1,1,1
16040,0,0,0,0,0,0
16041,1,1,0,0,0.5,1
16042,0,0,0,0,0,0
16043,1,1,1,1,1,1
16044,0,0,0,0,0,0
16045,1,1,1,1,1,1
16046,1,1,1,1,1,1
16047,0,0,0,0,0,0
16048,1,1,1,1,1,1
16049,0,0,0,0,0,0
16050,0,0,0,0,0,0
16051,1,1,0,0,0.5,1
16052,1,1,1,1,1,1
16053,1,1,1,1,1,1
16054,1,1,0,0,0.5,1
16055,0,0,0,0,0,0
16056,1,1,0,1,0.75,1
16057,1,1,1,1,1,1
16058,1,1,1,1,1,1
16059,1,1,1,1,1,1
16060,0,0,0,0,0,0
16061,1,1,0,0,0.5,1
16062,1,1,1,1,1,1
16063,1,1,1,1,1,1
16064,0,0,0,0,0,0
16065,1,1,1,1,1,1
16066,1,1,1,1,1,1
16067,0,0,0,0,0,0
16068,0,0,0,0,0,0
16069,0,0,0,0,0,0
16070,0,0,0,0,0,0
16071,1,1,0,0,0.5,1
16072,0,0,0,0,0,0
16073,1,1,1,1,1,1
16074,1,1,1,1,1,1
16075,1,1,1,1,1,1
16076,0,0,0,1,0.25,0
16077,0,1,0,0,0.25,0
16078,1,1,1,1,1,1
16079,1,1,1,1,1,1
16080,1,1,1,1,1,1
16081,1,1,1,1,1,1
16082,1,1,1,1,1,1
16083,1,1,1,1,1,1
16084,0,0,0,0,0,0
16085,1,1,1,1,1,1
16086,1,1,1,1,1,1
16087,0,0,0,0,0,0
16088,0,0,0,0,0,0
16089,1,1,1,1,1,1
16090,1,1,1,1,1,1
16091,1,1,1,1,1,1
16092,0,0,0,0,0,0
16093,0,1,1,0,0.5,1
16094,1,1,1,1,1,1
16095,0,0,0,0,0,0
16096,0,0,0,0,0,0
16097,0,0,0,1,0.25,0
16098,0,0,0,0,0,0
16099,1,1,1,1,1,1
16100,0,0,0,0,0,0
16101,0,1,0,1,0.5,1
16102,0,0,0,0,0,0
16103,1,1,1,1,1,1
16104,1,0,0,1,0.5,1
16105,0,1,0,0,0.25,0
16106,0,0,0,0,0,0
16107,1,1,1,1,1,1
16108,0,0,0,0,0,0
16109,0,0,0,0,0,0
16110,1,1,1,1,1,1
16111,1,1,1,1,1,1
16112,0,0,0,0,0,0
16113,0,0,0,0,0,0
16114,0,1,0,0,0.25,0
16115,1,1,1,1,1,1
16116,1,1,1,1,1,1
16117,1,1,1,1,1,1
16118,0,0,0,0,0,0
16119,0,0,0,0,0,0
16120,0,1,1,0,0.5,1
16121,1,1,1,1,1,1
16122,0,0,0,0,0,0
16123,0,0,0,0,0,0
16124,1,1,1,1,1,1
16125,0,1,0,1,0.5,1
16126,0,0,0,0,0,0
16127,0,0,0,0,0,0
16128,0,1,0,0,0.25,0
16129,0,0,0,0,0,0
16130,0,0,0,0,0,0
16131,1,0,0,0,0.25,0
16132,0,0,0,0,0,0
16133,1,1,1,1,1,1
16134,1,1,1,1,1,1
16135,0,0,0,0,0,0
16136,1,1,1,1,1,1
16137,1,1,1,1,1,1
16138,0,0,0,0,0,0
16139,1,1,0,1,0.75,1
16140,1,1,1,1,1,1
16141,1,0,1,1,0.75,1
16142,1,1,1,1,1,1
16143,1,1,1,1,1,1
16144,1,1,1,1,1,1
16145,0,0,0,0,0,0
16146,1,1,1,1,1,1
16147,1,1,0,1,0.75,1
16148,1,0,1,0,0.5,1
16149,1,1,1,1,1,1
16150,1,1,1,1,1,1
16151,0,0,0,0,0,0
16152,1,1,1,1,1,1
16153,1,1,1,1,1,1
16154,0,0,0,0,0,0
16155,0,0,0,0,0,0
16156,0,0,0,0,0,0
16157,1,1,1,1,1,1
16158,0,0,0,0,0,0
16159,0,1,1,1,0.75,1
16160,1,1,1,1,1,1
16161,1,1,1,1,1,1
16162,0,0,0,0,0,0
16163,0,1,0,1,0.5,1
16164,0,0,0,0,0,0
16165,1,1,1,1,1,1
16166,1,1,1,1,1,1
16167,1,1,1,1,1,1
16168,0,0,0,0,0,0
16169,1,1,1,1,1,1
16170,1,1,1,1,1,1
16171,0,0,0,0,0,0
16172,1,1,1,1,1,1
16173,1,1,1,1,1,1
16174,0,1,0,0,0.25,0
16175,1,1,1,1,1,1
16176,0,0,0,0,0,0
16177,0,0,0,0,0,0
16178,1,1,1,1,1,1
16179,1,0,1,1,0.75,1
16180,1,1,1,1,1,1
16181,1,1,1,1,1,1
16182,0,0,0,0,0,0
16183,1,1,1,1,1,1
16184,0,0,0,0,0,0
16185,0,0,0,0,0,0
16186,1,1,1,1,1,1
16187,0,1,0,0,0.25,0
16188,1,1,1,1,1,1
16189,1,1,1,1,1,1
16190,1,1,1,1,1,1
16191,0,1,0,0,0.25,0
16192,1,1,1,1,1,1
16193,1,1,1,1,1,1
16194,1,1,1,1,1,1
16195,1,1,1,1,1,1
16196,1,1,1,1,1,1
16197,1,1,1,1,1,1
16198,0,0,0,0,0,0
16199,0,0,0,0,0,0
16200,1,1,1,1,1,1
16201,1,0,0,0,0.25,0
16202,1,1,1,1,1,1
16203,0,0,0,0,0,0
16204,1,1,1,1,1,1
16205,1,1,1,0,0.75,1
16206,1,0,1,1,0.75,1
16207,1,1,1,1,1,1
16208,1,1,1,1,1,1
16209,1,1,1,1,1,1
16210,0,1,0,0,0.25,0
16211,1,1,1,1,1,1
16212,1,1,1,1,1,1
16213,1,1,1,1,1,1
16214,0,0,0,1,0.25,0
16215,0,0,0,0,0,0
16216,0,0,0,0,0,0
16217,1,1,1,1,1,1
16218,0,0,0,0,0,0
16219,1,1,1,1,1,1
16220,1,0,0,1,0.5,1
16221,1,1,1,1,1,1
16222,1,1,1,1,1,1
16223,0,0,0,0,0,0
16224,1,1,1,1,1,1
16225,0,0,0,0,0,0
16226,1,1,1,1,1,1
16227,1,1,1,1,1,1
16228,1,1,1,1,1,1
16229,1,1,1,1,1,1
16230,1,1,1,1,1,1
16231,1,1,1,1,1,1
16232,0,0,0,1,0.25,0
16233,1,1,1,1,1,1
16234,1,1,1,1,1,1
16235,0,1,0,1,0.5,1
16236,0,1,0,0,0.25,0
16237,1,1,1,1,1,1
16238,0,0,0,1,0.25,0
16239,1,1,1,1,1,1
16240,1,1,0,0,0.5,1
16241,0,1,0,0,0.25,0
16242,1,1,1,0,0.75,1
16243,0,0,0,0,0,0
16244,1,1,1,1,1,1
16245,1,1,1,1,1,1
16246,1,1,1,1,1,1
16247,0,1,0,0,0.25,0
16248,0,1,0,0,0.25,0
16249,1,1,1,1,1,1
16250,0,1,0,0,0.25,0
16251,1,1,1,1,1,1
16252,0,0,0,0,0,0
16253,1,1,1,1,1,1
16254,0,0,0,0,0,0
16255,0,0,0,0,0,0
16256,0,0,0,0,0,0
16257,0,0,0,0,0,0
16258,0,0,0,0,0,0
16259,1,1,1,1,1,1
16260,0,0,0,0,0,0
16261,1,1,1,1,1,1
16262,1,0,0,1,0.5,1
16263,0,0,0,0,0,0
16264,0,0,0,0,0,0
16265,1,1,1,1,1,1
16266,0,0,0,0,0,0
16267,1,1,1,1,1,1
16268,0,0,0,0,0,0
16269,0,0,0,0,0,0
16270,0,0,0,0,0,0
16271,1,1,1,0,0.75,1
16272,1,1,1,1,1,1
16273,0,0,0,0,0,0
16274,0,0,0,0,0,0
16275,0,0,0,0,0,0
16276,1,0,1,1,0.75,1
16277,1,1,1,1,1,1
16278,1,1,1,1,1,1
16279,1,1,0,1,0.75,1
16280,0,0,0,0,0,0
16281,0,0,0,0,0,0
16282,1,1,1,1,1,1
16283,0,0,0,0,0,0
16284,1,1,1,1,1,1
16285,1,1,1,1,1,1
16286,1,1,1,0,0.75,1
16287,1,1,1,1,1,1
16288,1,1,1,1,1,1
16289,1,1,1,1,1,1
16290,1,1,0,1,0.75,1
16291,1,1,1,1,1,1
16292,0,0,0,0,0,0
16293,1,1,1,1,1,1
16294,1,1,1,1,1,1
16295,0,0,0,0,0,0
16296,1,1,1,1,1,1
16297,0,1,0,0,0.25,0
16298,0,0,0,0,0,0
16299,0,0,0,0,0,0
16300,0,0,0,0,0,0
16301,0,0,0,0,0,0
16302,1,1,1,1,1,1
16303,0,0,0,0,0,0
16304,1,1,1,1,1,1
16305,0,0,0,0,0,0
16306,0,0,0,0,0,0
16307,1,1,1,1,1,1
16308,0,0,0,0,0,0
16309,1,1,1,1,1,1
16310,1,1,1,1,1,1
16311,0,0,0,0,0,0
16312,0,0,0,0,0,0
16313,1,1,1,1,1,1
16314,0,0,0,0,0,0
16315,0,0,0,0,0,0
16316,1,1,1,1,1,1
16317,1,1,1,1,1,1
16318,1,1,1,1,1,1
16319,0,0,0,0,0,0
16320,1,1,1,1,1,1
16321,1,1,1,1,1,1
16322,1,1,1,1,1,1
16323,1,1,1,1,1,1
16324,0,0,0,0,0,0
16325,1,1,1,1,1,1
16326,0,0,0,0,0,0
16327,1,1,1,1,1,1
16328,1,1,0,0,0.5,1
16329,0,0,0,0,0,0
16330,0,0,0,0,0,0
16331,1,1,1,1,1,1
16332,0,0,0,0,0,0
16333,0,0,0,0,0,0
16334,1,1,1,1,1,1
16335,0,1,0,0,0.25,0
16336,1,1,1,1,1,1
16337,1,1,1,1,1,1
16338,0,0,0,0,0,0
16339,1,1,1,1,1,1
16340,0,0,0,0,0,0
16341,0,1,0,0,0.25,0
16342,0,1,0,0,0.25,0
16343,0,0,0,0,0,0
16344,0,0,0,0,0,0
16345,0,0,0,0,0,0
16346,1,1,0,1,0.75,1
16347,0,1,0,0,0.25,0
16348,1,1,1,1,1,1
16349,1,1,1,1,1,1
16350,1,1,1,1,1,1
16351,0,0,0,0,0,0
16352,0,0,0,0,0,0
16353,1,1,1,1,1,1
16354,1,1,1,0,0.75,1
16355,0,1,1,1,0.75,1
16356,1,0,1,1,0.75,1
16357,0,0,0,0,0,0
16358,1,1,1,1,1,1
16359,0,0,0,0,0,0
16360,1,1,1,1,1,1
16361,1,1,1,0,0.75,1
16362,0,0,0,0,0,0
16363,1,1,0,1,0.75,1
16364,0,0,0,0,0,0
16365,0,0,0,0,0,0
16366,1,1,0,0,0.5,1
16367,0,0,0,0,0,0
16368,1,1,1,1,1,1
16369,0,1,1,1,0.75,1
16370,0,0,0,0,0,0
16371,1,1,1,0,0.75,1
16372,0,0,0,0,0,0
16373,1,1,1,1,1,1
16374,1,1,1,1,1,1
16375,0,0,0,0,0,0
16376,1,1,1,1,1,1
16377,0,0,0,0,0,0
16378,1,1,1,1,1,1
16379,1,1,1,1,1,1
16380,0,0,0,0,0,0
16381,0,0,0,0,0,0
16382,1,1,1,1,1,1
16383,0,1,1,0,0.5,1
16384,0,0,0,0,0,0
16385,1,1,1,1,1,1
16386,0,0,0,0,0,0
16387,1,1,0,1,0.75,1
16388,1,1,1,1,1,1
16389,1,1,1,1,1,1
16390,1,1,1,1,1,1
16391,0,1,0,0,0.25,0
16392,0,0,0,0,0,0
16393,1,1,1,1,1,1
16394,1,1,1,1,1,1
16395,0,0,0,0,0,0
16396,0,0,0,0,0,0
16397,0,0,0,0,0,0
16398,0,0,0,0,0,0
16399,1,1,1,1,1,1
16400,1,1,1,1,1,1
16401,0,0,0,0,0,0
16402,0,0,0,0,0,0
16403,1,1,1,1,1,1
16404,0,0,0,0,0,0
16405,0,0,0,0,0,0
16406,1,1,1,1,1,1
16407,1,1,1,1,1,1
16408,0,0,0,1,0.25,0
16409,0,0,0,0,0,0
16410,1,1,1,1,1,1
16411,1,0,0,0,0.25,0
16412,1,1,1,1,1,1
16413,0,0,0,0,0,0
16414,0,1,0,0,0.25,0
16415,0,0,0,0,0,0
16416,1,1,0,1,0.75,1
16417,1,1,1,0,0.75,1
16418,1,1,0,1,0.75,1
16419,1,1,1,1,1,1
16420,0,1,1,1,0.75,1
16421,1,1,0,0,0.5,1
16422,1,1,0,1,0.75,1
16423,0,0,0,0,0,0
16424,1,1,0,0,0.5,1
16425,1,1,1,1,1,1
16426,0,0,0,0,0,0
16427,1,1,1,1,1,1
16428,1,0,0,1,0.5,1
16429,0,0,0,0,0,0
16430,1,1,1,1,1,1
16431,1,1,1,1,1,1
16432,0,1,1,0,0.5,1
16433,0,0,0,0,0,0
16434,0,1,0,0,0.25,0
16435,1,1,1,1,1,1
16436,0,0,0,0,0,0
16437,1,1,0,1,0.75,1
16438,0,0,0,0,0,0
16439,0,0,0,0,0,0
16440,0,0,0,0,0,0
16441,0,0,0,0,0,0
16442,0,0,0,0,0,0
16443,1,1,0,0,0.5,1
16444,1,1,0,0,0.5,1
16445,0,0,0,0,0,0
16446,1,1,1,1,1,1
16447,0,0,0,0,0,0
16448,1,1,1,1,1,1
16449,1,1,1,1,1,1
16450,0,0,0,0,0,0
16451,1,1,1,1,1,1
16452,1,0,1,1,0.75,1
16453,1,1,0,1,0.75,1
16454,1,1,1,1,1,1
16455,1,1,1,1,1,1
16456,1,1,1,1,1,1
16457,0,0,0,0,0,0
16458,1,1,1,1,1,1
16459,1,1,1,1,1,1
16460,1,1,1,1,1,1
16461,0,0,0,0,0,0
16462,1,1,1,1,1,1
16463,1,1,1,1,1,1
16464,1,1,1,1,1,1
16465,1,1,1,1,1,1
16466,0,0,0,0,0,0
16467,0,0,0,0,0,0
16468,0,1,1,1,0.75,1
16469,1,1,1,1,1,1
16470,1,1,1,1,1,1
16471,1,1,1,1,1,1
16472,1,1,1,1,1,1
16473,0,0,0,0,0,0
16474,1,1,1,1,1,1
16475,1,1,1,1,1,1
16476,1,1,1,1,1,1
16477,1,1,1,1,1,1
16478,1,1,1,1,1,1
16479,0,0,0,0,0,0
16480,1,1,1,1,1,1
16481,0,0,0,0,0,0
16482,1,1,1,1,1,1
16483,1,1,1,1,1,1
16484,1,1,1,1,1,1
16485,0,0,0,0,0,0
16486,1,1,1,1,1,1
16487,0,0,0,0,0,0
16488,0,0,0,0,0,0
16489,0,0,0,0,0,0
16490,0,0,0,0,0,0
16491,1,1,0,1,0.75,1
16492,1,1,1,1,1,1
16493,0,0,0,0,0,0
16494,0,0,0,0,0,0
16495,0,0,0,0,0,0
16496,1,1,1,1,1,1
16497,1,1,1,1,1,1
16498,0,0,0,0,0,0
16499,1,1,1,1,1,1
16500,0,0,0,0,0,0
16501,1,1,1,1,1,1
16502,1,1,0,1,0.75,1
16503,1,0,0,1,0.5,1
16504,0,0,0,0,0,0
16505,0,0,0,0,0,0
16506,0,0,0,0,0,0
16507,1,1,1,1,1,1
16508,1,1,1,1,1,1
16509,1,1,1,1,1,1
16510,1,1,1,1,1,1
16511,0,1,0,0,0.25,0
16512,1,1,1,1,1,1
16513,1,1,0,0,0.5,1
16514,0,0,0,0,0,0
16515,1,1,0,0,0.5,1
16516,1,1,1,1,1,1
16517,1,1,1,1,1,1
16518,0,0,0,0,0,0
16519,0,1,0,0,0.25,0
16520,1,1,1,1,1,1
16521,1,1,1,1,1,1
16522,0,0,0,0,0,0
16523,1,1,1,1,1,1
16524,1,1,1,1,1,1
16525,0,0,0,0,0,0
16526,0,0,0,0,0,0
16527,0,0,0,0,0,0
16528,0,1,0,0,0.25,0
16529,1,1,1,1,1,1
16530,0,0,0,0,0,0
16531,0,1,0,0,0.25,0
16532,1,1,1,1,1,1
16533,1,1,1,1,1,1
16534,1,1,1,1,1,1
16535,1,1,1,1,1,1
16536,1,0,0,0,0.25,0
16537,0,0,0,0,0,0
16538,0,0,0,0,0,0
16539,0,0,0,0,0,0
16540,0,0,0,0,0,0
16541,0,0,0,0,0,0
16542,0,0,0,0,0,0
16543,0,0,0,0,0,0
16544,1,1,1,1,1,1
16545,0,1,0,0,0.25,0
16546,0,1,1,0,0.5,1
16547,1,1,1,1,1,1
16548,0,0,0,0,0,0
16549,1,1,1,1,1,1
16550,0,0,0,0,0,0
16551,0,1,0,1,0.5,1
16552,0,0,0,0,0,0
16553,0,1,0,0,0.25,0
16554,1,1,1,0,0.75,1
16555,1,1,1,1,1,1
16556,0,0,0,0,0,0
16557,0,0,0,0,0,0
16558,0,0,0,0,0,0
16559,1,1,1,1,1,1
16560,1,0,1,1,0.75,1
16561,1,1,1,1,1,1
16562,0,0,0,0,0,0
16563,1,1,1,1,1,1
16564,1,1,1,1,1,1
16565,1,1,1,1,1,1
16566,1,1,1,1,1,1
16567,1,1,1,1,1,1
16568,0,1,0,0,0.25,0
16569,1,1,1,0,0.75,1
16570,0,0,0,0,0,0
16571,0,1,0,0,0.25,0
16572,0,1,0,0,0.25,0
16573,1,0,0,0,0.25,0
16574,0,0,0,0,0,0
16575,0,0,0,0,0,0
16576,0,0,0,0,0,0
16577,1,0,0,0,0.25,0
16578,0,0,0,0,0,0
16579,0,0,0,0,0,0
16580,1,1,1,1,1,1
16581,1,1,1,1,1,1
16582,1,1,1,0,0.75,1
16583,1,1,1,1,1,1
16584,1,1,1,1,1,1
16585,1,1,1,1,1,1
16586,1,1,1,1,1,1
16587,0,0,0,0,0,0
16588,0,0,0,0,0,0
16589,1,1,1,1,1,1
16590,1,1,1,1,1,1
16591,1,1,1,1,1,1
16592,1,1,1,1,1,1
16593,0,0,0,0,0,0
16594,1,1,1,1,1,1
16595,0,1,0,0,0.25,0
16596,1,0,0,1,0.5,1
16597,1,1,1,1,1,1
16598,1,1,1,1,1,1
16599,0,0,0,0,0,0
16600,0,0,0,0,0,0
16601,0,0,0,0,0,0
16602,0,0,0,0,0,0
16603,1,1,1,1,1,1
16604,1,1,1,1,1,1
16605,0,0,0,0,0,0
16606,0,0,0,0,0,0
16607,0,0,0,0,0,0
16608,0,0,0,0,0,0
16609,1,1,1,1,1,1
16610,0,0,0,0,0,0
16611,0,1,1,1,0.75,1
16612,1,1,1,1,1,1
16613,0,1,0,0,0.25,0
16614,1,1,1,1,1,1
16615,1,1,1,1,1,1
16616,0,0,0,0,0,0
16617,0,0,0,0,0,0
16618,1,1,0,0,0.5,1
16619,0,0,0,0,0,0
16620,0,0,0,0,0,0
16621,1,1,1,1,1,1
16622,1,1,1,1,1,1
16623,0,0,0,0,0,0
16624,0,0,1,0,0.25,0
16625,0,0,0,0,0,0
16626,0,0,0,0,0,0
16627,1,1,1,1,1,1
16628,0,0,0,0,0,0
16629,1,1,1,0,0.75,1
16630,1,1,1,1,1,1
16631,1,1,1,0,0.75,1
16632,1,1,1,1,1,1
16633,1,1,0,1,0.75,1
16634,1,1,1,1,1,1
16635,1,1,1,1,1,1
16636,1,1,1,1,1,1
16637,0,0,0,0,0,0
16638,0,0,0,0,0,0
16639,1,1,1,1,1,1
16640,0,0,0,0,0,0
16641,1,1,1,1,1,1
16642,1,1,1,1,1,1
16643,1,1,1,1,1,1
16644,1,1,1,1,1,1
16645,1,1,1,1,1,1
16646,1,1,1,1,1,1
16647,0,1,0,0,0.25,0
16648,1,1,1,1,1,1
16649,1,1,1,1,1,1
16650,0,0,0,0,0,0
16651,1,1,1,1,1,1
16652,0,0,0,0,0,0
16653,1,1,0,1,0.75,1
16654,0,0,0,0,0,0
16655,1,1,0,0,0.5,1
16656,1,1,1,1,1,1
16657,1,1,1,0,0.75,1
16658,0,1,0,0,0.25,0
16659,1,1,1,1,1,1
16660,0,0,1,0,0.25,0
16661,0,0,0,0,0,0
16662,1,1,1,1,1,1
16663,1,1,1,1,1,1
16664,1,1,1,1,1,1
16665,0,0,0,0,0,0
16666,1,1,1,1,1,1
16667,1,0,1,1,0.75,1
16668,1,1,1,1,1,1
16669,0,0,0,0,0,0
16670,1,1,1,1,1,1
16671,0,0,0,0,0,0
16672,0,0,0,0,0,0
16673,0,1,0,0,0.25,0
16674,1,1,0,1,0.75,1
16675,1,1,1,1,1,1
16676,0,0,0,0,0,0
16677,0,0,0,0,0,0
16678,1,1,1,1,1,1
16679,1,1,1,1,1,1
16680,1,1,1,1,1,1
16681,0,0,0,0,0,0
16682,1,1,1,1,1,1
16683,0,0,0,0,0,0
16684,0,1,0,0,0.25,0
16685,0,0,0,0,0,0
16686,1,0,0,0,0.25,0
16687,0,1,0,1,0.5,1
16688,0,0,0,0,0,0
16689,1,1,0,1,0.75,1
16690,1,1,1,1,1,1
16691,0,0,0,0,0,0
16692,1,1,1,1,1,1
16693,0,0,0,0,0,0
16694,0,0,0,1,0.25,0
16695,1,1,0,1,0.75,1
16696,1,1,0,1,0.75,1
16697,1,1,1,1,1,1
16698,0,1,0,0,0.25,0
16699,0,0,0,0,0,0
16700,0,0,0,0,0,0
16701,1,1,1,1,1,1
16702,1,1,0,0,0.5,1
16703,0,0,0,0,0,0
16704,1,1,1,1,1,1
